=== CLIENTS ===
client_id,name,internal_account_code,created_at,updated_at
CL181261568,Alpha Butchery,BU-IND-RAW-NA-1561,2025-09-13T14:53:38.256955+00:00,2025-09-13T14:53:38.256958+00:00
CL12345012,Alzu,FA-IND-EGG-NA-0012,2025-09-13T14:53:32.346006+00:00,2025-09-13T14:53:32.346017+00:00
CL18114012,Alzu,FA-IND-EGG-NA-0012,2025-09-13T14:53:38.157542+00:00,2025-09-13T14:53:38.157544+00:00
CL150422152,Alzu Patrol Pot,FA-IND-RAW-NA-2147,2025-09-13T14:53:35.042154+00:00,2025-09-13T14:53:35.042163+00:00
CL181302152,Alzu Patrol Pot,FA-IND-RAW-NA-2147,2025-09-13T14:53:38.338818+00:00,2025-09-13T14:53:38.338820+00:00
CL156642628,Amadeus Butchery Dihlabeng Mall,BU-IND-RAW-NA-2623,2025-09-13T14:53:35.664529+00:00,2025-09-13T14:53:35.664536+00:00
CL181342628,Amadeus Butchery Dihlabeng Mall,BU-IND-RAW-NA-2623,2025-09-13T14:53:38.343003+00:00,2025-09-13T14:53:38.343005+00:00
CL156632627,Amadeus Butchery Sechaba Mall,BU-IND-RAW-OBC-2621,2025-09-13T14:53:35.663379+00:00,2025-09-13T14:53:35.663385+00:00
CL181342627,Amadeus Butchery Sechaba Mall,BU-IND-RAW-OBC-2621,2025-09-13T14:53:38.342994+00:00,2025-09-13T14:53:38.342997+00:00
CL145171747,Amadeus Meats - Bethlehem,BU-IND-RAW-NA-1740,2025-09-13T14:53:34.517879+00:00,2025-09-13T14:53:34.517886+00:00
CL181271747,Amadeus Meats - Bethlehem,BU-IND-RAW-NA-1740,2025-09-13T14:53:38.258472+00:00,2025-09-13T14:53:38.258474+00:00
CL158722801,Amadeus slaghuis clarens,BU-IND-RAW-NA-2796,2025-09-13T14:53:35.872263+00:00,2025-09-13T14:53:35.872270+00:00
CL181352801,Amadeus slaghuis clarens,BU-IND-RAW-NA-2796,2025-09-13T14:53:38.344456+00:00,2025-09-13T14:53:38.344459+00:00
CL159042829,Amadeus slaghuis qwaqwa,RE-IND-RAW-NA-2823,2025-09-13T14:53:35.904870+00:00,2025-09-13T14:53:35.904876+00:00
CL181352829,Amadeus slaghuis qwaqwa,RE-IND-RAW-NA-2823,2025-09-13T14:53:38.344690+00:00,2025-09-13T14:53:38.344692+00:00
CL156582623,Amadeus wholesale Butchery,BU-COR-RAW-SPR-2617,2025-09-13T14:53:35.658714+00:00,2025-09-13T14:53:35.658720+00:00
CL181342623,Amadeus wholesale Butchery,BU-COR-RAW-SPR-2617,2025-09-13T14:53:38.342944+00:00,2025-09-13T14:53:38.342946+00:00
CL156602625,Amadeus wholesale Butchery Bethlehem,BU-IND-RAW-OBC-2619,2025-09-13T14:53:35.661057+00:00,2025-09-13T14:53:35.661063+00:00
CL181342625,Amadeus wholesale Butchery Bethlehem,BU-IND-RAW-OBC-2619,2025-09-13T14:53:38.342960+00:00,2025-09-13T14:53:38.342963+00:00
CL12843405,Amakhosi Chickens,RE-IND-RAW-NA-0402,2025-09-13T14:53:32.843373+00:00,2025-09-13T14:53:32.843379+00:00
CL18117405,Amakhosi Chickens,RE-IND-RAW-NA-0402,2025-09-13T14:53:38.161086+00:00,2025-09-13T14:53:38.161089+00:00
CL154862475,Amalesco Family Chickens,AB-IND-RAW-NA-2468,2025-09-13T14:53:35.486206+00:00,2025-09-13T14:53:35.486213+00:00
CL181322475,Amalesco Family Chickens,AB-IND-RAW-NA-2468,2025-09-13T14:53:38.341693+00:00,2025-09-13T14:53:38.341696+00:00
CL161122990,Amalinda Butchery East London,BU-IND-RAW-NA-2985,2025-09-13T14:53:36.112214+00:00,2025-09-13T14:53:36.112220+00:00
CL181372990,Amalinda Butchery East London,BU-IND-RAW-NA-2985,2025-09-13T14:53:38.346040+00:00,2025-09-13T14:53:38.346043+00:00
CL168363581,Amalinda/Sandis Butchery East London,BU-IND-RAW-NA-3572,2025-09-13T14:53:36.836161+00:00,2025-09-13T14:53:36.836167+00:00
CL181423581,Amalinda/Sandis Butchery East London,BU-IND-RAW-NA-3572,2025-09-13T14:53:38.472555+00:00,2025-09-13T14:53:38.472557+00:00
CL172203873,Ambicor Butchery,BU-IND-RAW-NA-3863,2025-09-13T14:53:37.220845+00:00,2025-09-13T14:53:37.220851+00:00
CL181443873,Ambicor Butchery,BU-IND-RAW-NA-3863,2025-09-13T14:53:38.475024+00:00,2025-09-13T14:53:38.475027+00:00
CL12833398,Amelia Chicken,RE-IND-RAW-NA-0395,2025-09-13T14:53:32.834061+00:00,2025-09-13T14:53:32.834067+00:00
CL18117398,Amelia Chicken,RE-IND-RAW-NA-0395,2025-09-13T14:53:38.161018+00:00,2025-09-13T14:53:38.161020+00:00
CL173914007,Anathi Supermarket,RE-IND-RAW-NA-3998,2025-09-13T14:53:37.391629+00:00,2025-09-13T14:53:37.391636+00:00
CL181454007,Anathi Supermarket,RE-IND-RAW-NA-3998,2025-09-13T14:53:38.553500+00:00,2025-09-13T14:53:38.553502+00:00
CL12766342,Anca Foods Stutterheim,RE-IND-RAW-NA-0339,2025-09-13T14:53:32.766472+00:00,2025-09-13T14:53:32.766478+00:00
CL18117342,Anca Foods Stutterheim,RE-IND-RAW-NA-0339,2025-09-13T14:53:38.160494+00:00,2025-09-13T14:53:38.160497+00:00
CL13193689,Anchor Foods,PR-IND-RAW-NA-0682,2025-09-13T14:53:33.193631+00:00,2025-09-13T14:53:33.193637+00:00
CL18119689,Anchor Foods,PR-IND-RAW-NA-0682,2025-09-13T14:53:38.164015+00:00,2025-09-13T14:53:38.164017+00:00
CL168993636,Anchor Foods Atlantis,PR-IND-RAW-NA-3627,2025-09-13T14:53:36.900030+00:00,2025-09-13T14:53:36.900036+00:00
CL181423636,Anchor Foods Atlantis,PR-IND-RAW-NA-3627,2025-09-13T14:53:38.473020+00:00,2025-09-13T14:53:38.473022+00:00
CL13116626,Andies Poultry Abattoir,AB-IND-RAW-NA-0621,2025-09-13T14:53:33.116611+00:00,2025-09-13T14:53:33.116617+00:00
CL18119626,Andies Poultry Abattoir,AB-IND-RAW-NA-0621,2025-09-13T14:53:38.163442+00:00,2025-09-13T14:53:38.163444+00:00
CL155632538,Andy's Pub & Butchery,BU-IND-RAW-NA-2531,2025-09-13T14:53:35.564036+00:00,2025-09-13T14:53:35.564042+00:00
CL181332538,Andy's Pub & Butchery,BU-IND-RAW-NA-2531,2025-09-13T14:53:38.342228+00:00,2025-09-13T14:53:38.342230+00:00
CL13568999,Andy's Pub and Butchery,BU-IND-RAW-NA-0992,2025-09-13T14:53:33.568366+00:00,2025-09-13T14:53:33.568372+00:00
CL18121999,Andy's Pub and Butchery,BU-IND-RAW-NA-0992,2025-09-13T14:53:38.167017+00:00,2025-09-13T14:53:38.167019+00:00
CL12347013,Anrene Eggs,FA-IND-RAW-NA-0013,2025-09-13T14:53:32.347580+00:00,2025-09-13T14:53:32.347586+00:00
CL18114013,Anrene Eggs,FA-IND-RAW-NA-0013,2025-09-13T14:53:38.157550+00:00,2025-09-13T14:53:38.157553+00:00
CL158742803,Antish General Trading,RE-IND-RAW-NA-2798,2025-09-13T14:53:35.874501+00:00,2025-09-13T14:53:35.874507+00:00
CL181352803,Antish General Trading,RE-IND-RAW-NA-2798,2025-09-13T14:53:38.344473+00:00,2025-09-13T14:53:38.344475+00:00
CL175714167,Anysberg Biltong and Deli,BU-IND-RAW-NA-4160,2025-09-13T14:53:37.571250+00:00,2025-09-13T14:53:37.571256+00:00
CL181464167,Anysberg Biltong and Deli,BU-IND-RAW-NA-4160,2025-09-13T14:53:38.554865+00:00,2025-09-13T14:53:38.554867+00:00
CL12350015,Appelsdraai,FA-IND-RAW-NA-0015,2025-09-13T14:53:32.350113+00:00,2025-09-13T14:53:32.350120+00:00
CL18114015,Appelsdraai,FA-IND-RAW-NA-0015,2025-09-13T14:53:38.157569+00:00,2025-09-13T14:53:38.157571+00:00
CL169223653,Apple Tree,BU-IND-RAW-NA-3644,2025-09-13T14:53:36.922609+00:00,2025-09-13T14:53:36.922617+00:00
CL181423653,Apple Tree,BU-IND-RAW-NA-3644,2025-09-13T14:53:38.473162+00:00,2025-09-13T14:53:38.473164+00:00
CL169293658,Apple Tree- Linksfield,RE-COR-RAW-SPR-3648,2025-09-13T14:53:36.929282+00:00,2025-09-13T14:53:36.929288+00:00
CL181423658,Apple Tree- Linksfield,RE-COR-RAW-SPR-3648,2025-09-13T14:53:38.473204+00:00,2025-09-13T14:53:38.473206+00:00
CL166073400,Aqua Superspar,PR-IND-RAW-SSP-3394,2025-09-13T14:53:36.607209+00:00,2025-09-13T14:53:36.607216+00:00
CL181403400,Aqua Superspar,PR-IND-RAW-SSP-3394,2025-09-13T14:53:38.471031+00:00,2025-09-13T14:53:38.471034+00:00
CL180344562,Arries meat and more,RE-IND-PLT-NA-4574,2025-09-13T14:53:38.034835+00:00,2025-09-13T14:53:38.034841+00:00
CL181504562,Arries meat and more,RE-IND-PLT-NA-4574,2025-09-13T14:53:38.558216+00:00,2025-09-13T14:53:38.558218+00:00
CL174874089,Arsenal Supermarket,RE-COR-RAW-NA-4079,2025-09-13T14:53:37.487252+00:00,2025-09-13T14:53:37.487258+00:00
CL181454089,Arsenal Supermarket,RE-COR-RAW-NA-4079,2025-09-13T14:53:38.554204+00:00,2025-09-13T14:53:38.554207+00:00
CL167903541,Art of meat biltong and Braai shop,BU-IND-RAW-NA-3532,2025-09-13T14:53:36.790611+00:00,2025-09-13T14:53:36.790617+00:00
CL181413541,Art of meat biltong and Braai shop,BU-IND-RAW-NA-3532,2025-09-13T14:53:38.472221+00:00,2025-09-13T14:53:38.472223+00:00
CL180044536,Art Tech Poultry,RE-IND-EGG-NA-4548,2025-09-13T14:53:38.004728+00:00,2025-09-13T14:53:38.004734+00:00
CL181504536,Art Tech Poultry,RE-IND-EGG-NA-4548,2025-09-13T14:53:38.557995+00:00,2025-09-13T14:53:38.557997+00:00
CL174944096,Artisan Meat Co.,BU-COR-RAW-NA-4086,2025-09-13T14:53:37.494626+00:00,2025-09-13T14:53:37.494633+00:00
CL181454096,Artisan Meat Co.,BU-COR-RAW-NA-4086,2025-09-13T14:53:38.554264+00:00,2025-09-13T14:53:38.554266+00:00
CL12348014,Ascend Investment Holding (PTY) LTD/ Xing Xing,FA-IND-EGG-NA-0014,2025-09-13T14:53:32.348853+00:00,2025-09-13T14:53:32.348860+00:00
CL18114014,Ascend Investment Holding (PTY) LTD/ Xing Xing,FA-IND-EGG-NA-0014,2025-09-13T14:53:38.157559+00:00,2025-09-13T14:53:38.157562+00:00
CL151732236,Ashburton Butchery,BU-IND-RAW-NA-2231,2025-09-13T14:53:35.173496+00:00,2025-09-13T14:53:35.173508+00:00
CL181312236,Ashburton Butchery,BU-IND-RAW-NA-2231,2025-09-13T14:53:38.339556+00:00,2025-09-13T14:53:38.339560+00:00
CL13191687,Asian Mini Marke,RE-IND-RAW-NA-0680,2025-09-13T14:53:33.191361+00:00,2025-09-13T14:53:33.191367+00:00
CL18119687,Asian Mini Marke,RE-IND-RAW-NA-0680,2025-09-13T14:53:38.163998+00:00,2025-09-13T14:53:38.164001+00:00
CL13202696,Asian Mini Market,RE-IND-RAW-NA-0689,2025-09-13T14:53:33.202224+00:00,2025-09-13T14:53:33.202230+00:00
